Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_breakfast_box,0.9064377195965091,0.6688108625604098,0.25870799817941703
mvtec_juice_bottle,0.8862693833393437,0.965952606312809,0.8763329602204758
mvtec_pushpins,0.7755729693292889,0.7883118170673045,0.5076010705753058
mvtec_screw_bag,0.7525638146567859,0.6860122756022082,0.37494261671684403
mvtec_splicing_connectors,0.7583924761614491,0.36105174338774493,0.11344675765477763
Mean,0.8158472726166753,0.6940278609860954,0.4262062806693641
