Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_breakfast_box,0.9005440326419586,0.6661488688012612,0.2453477431073941
mvtec_juice_bottle,0.867066354129102,0.9666726376651503,0.8810287806539285
mvtec_pushpins,0.7346225143242333,0.7761794607069332,0.47375182432290075
mvtec_screw_bag,0.6758739426603788,0.7258513113365112,0.4102470242894446
mvtec_splicing_connectors,0.6831540906518047,0.6021216809838565,0.2243022541715079
Mean,0.7722521868814954,0.7473947918987426,0.44693552530903524
