Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_breakfast_box,0.8975971891646832,0.6648472400297627,0.24069112875307203
mvtec_juice_bottle,0.8678326721961774,0.966001454277135,0.8778852934811004
mvtec_pushpins,0.7406049882035727,0.7600582629175108,0.4855428974881192
mvtec_screw_bag,0.6818249869002171,0.678851690823717,0.34953342302477036
mvtec_splicing_connectors,0.6946488439935559,0.6815468771016543,0.26206085052478306
Mean,0.7765017360916412,0.750261105029956,0.443142718654369
